period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,BIT,bituminous coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal",4179.636,thousand short tons,84.07123,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,COW,all coal products,4179.636,thousand short tons,84.07123,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil,39.389,thousand short tons,.22773,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,FOS,fossil fuels,0,thousand physical units,184.67131,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric,0,thousand physical units,5.21244,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,LFG,landfill gas,429.913,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,LIG,lignite coal,295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas,0,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,NG,natural gas,97965.129,thousand Mcf,100.37235,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases,97965.129,thousand Mcf,100.37235,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,NUC,nuclear,0,thousand physical units,88.3018,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,OB2,biomass,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,OBW,biomass,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,ORW,other renewables,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,OTH,other,5.734,thousand physical units,.03217,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,PEL,petroleum liquids,39.389,thousand barrels,.22773,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,PET,petroleum,39.389,thousand barrels,.22773,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,REN,renewable,429.913,thousand physical units,6.86226,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,RFO,residual fuel oil,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic,0,thousand physical units,1.23682,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,SUB,subbituminous coal,1650.573,thousand short tons,29.41128,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,SUN,solar,0,thousand physical units,1.23682,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,WAS,renewable waste products,0,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,WND,wind,0,thousand physical units,.19944,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine,0,thousand physical units,.19944,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,WWW,wood and wood wastes,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,ALL,all fuels,0,thousand physical units,27.32903,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,AOR,all renewables,0,thousand physical units,1.52292,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,BIO,biomass,272.221,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,COL,"coal, excluding waste coal",295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,COW,all coal products,295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,FOS,fossil fuels,0,thousand physical units,25.62345,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,HYC,conventional hydroelectric,0,thousand physical units,.18267,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,LFG,landfill gas,272.221,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,LIG,lignite coal,295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,MLG,municiapl landfill gas,0,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,NG,natural gas,21714.168,thousand Mcf,22.65028,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,NGO,natural gas & other gases,21714.168,thousand Mcf,22.65028,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,OTH,other,4.624,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,REN,renewable,272.221,thousand physical units,1.70558,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,SPV,solar photovoltaic,0,thousand physical units,1.19191,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,SUN,solar,0,thousand physical units,1.19191,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,WAS,renewable waste products,0,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,WND,wind,0,thousand physical units,.19944,million MMBtu
2025-12,ESC,East South Central,94,Independent Power Producers,WNT,onshore wind turbine,0,thousand physical units,.19944,million MMBtu
2025-12,ESC,East South Central,95,Coal Consumption,ALL,all fuels,0,thousand physical units,.02187,million MMBtu
2025-12,ESC,East South Central,95,Coal Consumption,FOS,fossil fuels,0,thousand physical units,.02187,million MMBtu
2025-12,ESC,East South Central,95,Coal Consumption,NG,natural gas,21.129,thousand Mcf,.02187,million MMBtu
2025-12,ESC,East South Central,95,Coal Consumption,NGO,natural gas & other gases,21.129,thousand Mcf,.02187,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,ALL,all fuels,0,thousand physical units,.07168,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,AOR,all renewables,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,BIS,bituminous coal and synthetic coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,BIT,bituminous coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,COL,"coal, excluding waste coal",0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,COW,all coal products,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,DFO,distillate fuel oil,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,FOS,fossil fuels,0,thousand physical units,.07058,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,NG,natural gas,68.482,thousand Mcf,.07058,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,NGO,natural gas & other gases,68.482,thousand Mcf,.07058,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,PEL,petroleum liquids,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,PET,petroleum,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,REN,renewable,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,SPV,solar photovoltaic,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,SUN,solar,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,96,All Commercial,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,ALL,all fuels,0,thousand physical units,5.01462,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,AOR,all renewables,0,thousand physical units,2.68944,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,BIO,biomass,240.1,thousand physical units,2.68869,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,BIS,bituminous coal and synthetic coal,6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,BIT,bituminous coal,6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,COL,"coal, excluding waste coal",6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,COW,all coal products,6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,DFO,distillate fuel oil,1.952,thousand short tons,.01132,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,FOS,fossil fuels,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,NG,natural gas,,thousand Mcf,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,OB2,biomass,2.112,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,OBW,biomass,2.112,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,OOG,other gases,,thousand Mcf,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,ORW,other renewables,0,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,OTH,other,.004,thousand physical units,.00008,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,PEL,petroleum liquids,2.066,thousand barrels,.01204,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,PET,petroleum,2.066,thousand barrels,.01204,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,REN,renewable,240.1,thousand physical units,2.68944,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,RFO,residual fuel oil,,thousand short tons,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,SPV,solar photovoltaic,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,SUN,solar,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,WAS,renewable waste products,0,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,97,All Industrial,WWW,wood and wood wastes,0,thousand physical units,2.6794,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,ALL,all fuels,0,thousand physical units,279.86754,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,AOR,all renewables,0,thousand physical units,1.64983,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,BIO,biomass,429.913,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,BIS,bituminous coal and synthetic coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,BIT,bituminous coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,COL,"coal, excluding waste coal",4179.636,thousand short tons,84.07123,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,COW,all coal products,4179.636,thousand short tons,84.07123,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,DFO,distillate fuel oil,39.389,thousand short tons,.22773,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,FOS,fossil fuels,0,thousand physical units,184.67131,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,HYC,conventional hydroelectric,0,thousand physical units,5.21244,million MMBtu
2025-12,ESC,East South Central,98,Electric Power,LFG,landfill gas,429.913,thousand physical units,.21357,million MMBtu
